Collection Title,Unit Title,Unit Date,Container Type,Container Number,Extent
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Leases. 1935 - 1947.,1935 - 1947.,folder,145,7 items 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legal Program Releases and other releases for legal purposes. 1940 - 1963.,1940 - 1963.,folder,146,22 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legal Department. 1929 - 1948.,1929 - 1948.,folder,147,10 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legal Department Authorities. 1934 - 1948.,1934 - 1948.,folder,148,9 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legion of Decency. 1934 - 1942.,1934 - 1942.,folder,149,9 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation Antitrust. 1975.,1975.,folder,150,1 item. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation New York City. 1935 - 1940.,1935 - 1940.,folder,151,7 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation New York State 1938-.,,folder,152,19 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation New York State. 1933 - 1937.,1933 - 1937.,folder,153,8 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation (Reference to on air). 1935 - 1938.,1935 - 1938.,folder,154,4 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation States (other than New York). 1935 - 1941.,1935 - 1941.,folder,155,15 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U. S. 1940-41.,,folder,156,13 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U. S. 1939.,,folder,157,16 items 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U. S.. 1938.,1938.,folder,158,9 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U.S. 1937.,,folder,159,16 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U.S. 1928-36.,,folder,160,17 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U.S. Dickstein Bill. 1937 - 1939.,1937 - 1939.,folder,161, 29 items.
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Legislation U.S. Television. 1939.,1939.,folder,162,1 item. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Libel and Slander. 1936 - 1945.,1936 - 1945.,folder,163,8 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Library of Congress. 1990.,1990.,folder,164,2 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division","Liquor, Wine, and Beer Advertising. 1932 - 1949.",1932 - 1949.,folder,165,106 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division","Liquor, Wine and Beer (reference to on air). 1937 - 1941.",1937 - 1941.,folder,166,5 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Listening Posts. 1940 - 1942.,1940 - 1942.,folder,167,21 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Literary Rights 1935-.,,folder,168,4 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Literary Rights 1926-34.,,folder,169,6 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Literary Rights Clearance 1942.,,folder,170,7 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Literary Rights Clearance. 1931 - 1942.,1931 - 1942.,folder,171,63 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Literary Rights Television Clearance. 1931 - 1948.,1931 - 1948.,folder,172,3 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Logos. 1947 - 1986.,1947 - 1986.,folder,173,39 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Logos Unauthorized. 1928 - 1953.,1928 - 1953.,folder,174,52 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division","Lotteries, Games of Chance, etc.. 1931-42.",1931-42.,folder,175,48 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Magazine Concept For Television (TV Circulation Plan) S. L. Weaver's Proposal 1953.,,folder,176,19 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Magazines. 1935 - 1940.,1935 - 1940.,folder,177,4 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Magazines Radio. 1935.,1935.,folder,178,1 item. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Magicians. 1938 - 1941.,1938 - 1941.,folder,179,2 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Management Newsletter 1946-54.,,folder,180,27 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Marriage Ceremonies. 1935 - 1941.,1935 - 1941.,folder,181,6 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Master Books And FCC Logs 1970.,,folder,182,2 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Master Books and FCC Logs 1933-69.,,folder,183,73 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Master Books Television. 1940 - 1951.,1940 - 1951.,folder,184,5 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Medicines and Medical Advice. 1931 - 1944.,1931 - 1944.,folder,185,66 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Medicines and medical advice (Booklet material) 1937.,,folder,186,19 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Memberships 1938.,,folder,187,27 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Memberships 1937.,,folder,188,74 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Merchandising. 1934 - 1941.,1934 - 1941.,folder,189,10 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Microphones. 1932 - 1941.,1932 - 1941.,folder,190,25 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Microphones Television. 1940.,1940.,folder,191,1 item. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Misrepresentation. 1932 - 1935.,1932 - 1935.,folder,192,1 item. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Missing Persons Announcements. 1933 - 1934.,1933 - 1934.,folder,193,4 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Mobile Transmitter. 1933 - 1942.,1933 - 1942.,folder,194,10 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Mobile Unit (Television). 1937 - 1940.,1937 - 1940.,folder,195,9 items. 
"NBC: A Finding Aid to the National Broadcasting Company History Files at the Library of Congress, Motion Picture, Broadcasting and Recorded Sound Division",Money Transportation of. 1939.,1939.,folder,196,3 items. 
